,index,id,title,rating,user
9173,2,34031288,REQUIREMENTS GATHERING FOR THE NEW BUSINESS ANALYST: The Simplified Beginners Guide to Business Systems Analysis,0,2054
9174,3,11479538,Emotional Intelligence: Why It Can Matter More Than IQ,0,2054
9175,4,25959592,Ashtavakra Gita: A Word-for-Word Translation,0,2054
9176,5,31951302,Bhagavad Gita Made Very Easy: Read & Understand Complete Bhagavad Gita in Short Time,3,2054
9177,0,50175419,Exciting Times,0,2055
9178,1,25667918,"Binti (Binti, #1)",0,2055
9179,2,210946,Shenzhen: A Travelogue from China,0,2055
9180,3,52766000,Big Friendship: How We Keep Each Other Close,0,2055
9181,4,23168840,"The Arab of the Future: A Childhood in the Middle East, 1978-1984: A Graphic Memoir",0,2055
9182,5,43352274,I'm Not Dying with You Tonight,0,2055
9183,6,53317286,Forced Out: A Detective's Story of Prejudice and Resilience,0,2055
9184,7,39908611,Displacement,0,2055
9185,8,51152447,Caste: The Origins of Our Discontents,0,2055
9186,9,19384158,Are Prisons Obsolete? (Open Media Series),0,2055
9187,10,49083140,Boy Parts,0,2055
9188,11,25898216,Stamped from the Beginning: The Definitive History of Racist Ideas in America,0,2055
9189,12,46186137,My Dark Vanessa,0,2055
9190,13,43263696,Dominicana,0,2055
9191,14,51791252,The Vanishing Half,0,2055
9192,15,52252715,Women Don't Owe You Pretty,0,2055
9193,16,50978929,That Reminds Me,0,2055
9194,17,48856308,"Feminism, Interrupted: Disrupting Power",0,2055
9195,18,50160619,You Should See Me in a Crown,0,2055
9196,19,44657349,Legendary Children: The First Decade of RuPaul’s Drag Race and the Last Century of Queer Life,0,2055
9197,0,1097,Fast Food Nation: The Dark Side of the All-American Meal,0,2058
9198,1,40180021,Naked Economics: Undressing the Dismal Science,0,2058
9199,2,19395553,Our Mathematical Universe: My Quest for the Ultimate Nature of Reality,0,2058
9200,3,32191710,Astrophysics for People in a Hurry,0,2058
9201,4,21413662,What If? Serious Scientific Answers to Absurd Hypothetical Questions,0,2058
9202,5,61535,The Selfish Gene,0,2058
9203,6,8049273,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",0,2058
9204,7,192221,How to Solve It: A New Aspect of Mathematical Method,0,2058
9205,8,6402364,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes And Why Suicide Bombers Should Buy Life Insurance",4,2058
9206,9,1022022,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,4,2058
9207,10,7783191,The Invisible Gorilla: And Other Ways Our Intuitions Deceive Us,0,2058
9208,11,12820793,"The Oath of the Vayuputras (Shiva Trilogy, #3)",3,2058
9209,12,11827808,The Secret of the Nagas (Shiva Trilogy #2),4,2058
9210,13,7913305,"The Immortals of Meluha (Shiva Trilogy, #1)",5,2058
9211,14,356824,India After Gandhi: The History of the World's Largest Democracy,5,2058
9212,15,13563459,Asura: Tale Of The Vanquished,5,2058
9213,16,865,The Alchemist,4,2058
9214,17,6578293,"Dog Days (Diary of a Wimpy Kid, #4)",4,2058
9215,18,3320520,The 3 Mistakes of My Life,4,2058
9216,19,6411961,"The Lost Symbol (Robert Langdon, #3)",4,2058
9217,0,119427,The Secret Diary of Laura Palmer,0,2059
9218,1,22591141,Reflections: An Oral History of Twin Peaks,0,2059
9219,2,22324044,Wrapped in Plastic: Twin Peaks,0,2059
9220,3,17860739,S.,0,2059
9221,4,10112885,Night Film,0,2059
9222,5,10956,The Virgin Suicides,0,2059
9223,6,16158518,Difficult Men: Behind the Scenes of a Creative Revolution: From The Sopranos and The Wire to Mad Men and Breaking Bad,0,2059
9224,7,13383074,"The Unseen (The Unseen, #1-2)",0,2059
9225,8,10798416,The Statistical Probability of Love at First Sight,0,2059
9226,9,838768,Stranger with My Face,4,2059
9227,10,477990,Summer of Fear,5,2059
9228,11,47756,Don't Look Behind You,4,2059
9229,12,369298,"A Meeting of Minds (Minds, #4)",0,2059
9230,13,369300,"Out of Their Minds (Minds, #3)",0,2059
9231,14,369296,"More Minds (Minds, #2)",0,2059
9232,15,607075,"Of Two Minds (Minds, #1)",5,2059
9233,16,369293,"Cloning Miranda (Clone, #1)",3,2059
9234,17,3097601,Suicide Notes,0,2059
9235,18,6665671,Please Ignore Vera Dietz,0,2059
9236,19,126274,Understanding Media: The Extensions of Man,4,2059
9237,0,684782,Belling the Cat and Other Aesop's Fables,0,2060
9238,1,21995623,Belling the Cat,0,2060
9239,2,113791,How to Kill a Rock Star,0,2060
9240,3,7099389,"The Burning Wire (Lincoln Rhyme, #9)",0,2060
9241,4,26599,Selected Poems,0,2060
9242,5,38277,Pieces: A Collection of New Voices,0,2060
9243,6,248704,It's Kind of a Funny Story,0,2060
9244,7,99561,Looking for Alaska,0,2060
9245,8,347639,What Happened to Lani Garver,0,2060
9246,9,14563,Wasteland,0,2060
9247,10,23232,The Realm of Possibility,0,2060
9248,11,25373,Nick & Norah's Infinite Playlist,0,2060
9249,12,207889,Rats Saw God,0,2060
9250,13,790289,Hard Love,0,2060
9251,14,6665671,Please Ignore Vera Dietz,0,2060
9252,15,50925,Fat Kid Rules the World,0,2060
9253,16,49746,Whale Talk,0,2060
9254,17,11045709,When She Woke,0,2060
9255,18,13986,"Arrows of the Queen (Heralds of Valdemar, #1)",0,2060
9256,19,96200,"At Swim, Two Boys",0,2060
9257,0,11887020,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,5,2061
9258,1,13410519,Into the Dark Continent,5,2061
9259,2,477520,The Life and Campaigns of Stonewall Jackson,5,2061
9260,3,403731,Life of Mohammed,5,2061
9261,4,73692,Astoria,5,2061
9262,5,5391875,"A Tour on the Prairies, and the Adventure of the German Student",5,2061
9263,6,178574,George Washington: A Biography,5,2061
9264,7,462182,Rip Van Winkle,5,2061
9265,8,285498,Lives of the Signers of the Declaration of Independence,5,2061
9266,0,971569,Spy Catcher: The Candid Autobiography of a Senior Intelligence Officer,0,2062
9267,1,105760,Zodiac,0,2062
9268,2,825,Zodiac,0,2062
9269,3,13542982,Trust Your Eyes,0,2062
9270,4,179780,The Exorcist,0,2062
9271,5,11084145,Steve Jobs,0,2062
9272,6,165662,City of God,0,2062
9273,7,5759,Fight Club,0,2062
9274,0,12014,Complicity,5,2065
9275,1,100158,"The Luck Factor: Changing Your Luck, Changing Your Life - The Four  Essential Principles",0,2065
9276,2,5776788,"Sandman Slim (Sandman Slim, #1)",0,2065
9277,3,44045,A Universal History of Iniquity,4,2065
9278,4,17717,Labyrinths:  Selected Stories and Other Writings,5,2065
9279,5,13636550,"The Wolves of the North (Warrior of Rome, #5)",5,2065
9280,6,17356802,Intrusion,0,2065
9281,7,118579,My Dirty Little Book of Stolen Time,0,2065
9282,8,10273623,The Black Opera,0,2065
9283,9,9492066,Vlad,0,2065
9284,10,17168284,"Throne of the Crescent Moon (The Crescent Moon Kingdoms, #1)",0,2065
9285,11,17269256,"The Honey Guide (Mollel, #1)",0,2065
9286,12,409087,"By the Sword: A History of Gladiators, Musketeers, Samurai, Swashbucklers, and Olympic Champions",5,2065
9287,13,8697977,Chasing the Sun: The Epic Story of the Star That Gives Us Life,0,2065
9288,14,116599,The Planets,0,2065
9289,15,613749,Great Work of Time,0,2065
9290,16,43545,"The Once and Future King (The Once and Future King, #1-4)",4,2065
9291,17,67729,Hawksmoor,0,2065
9292,18,1487291,"Axe-Age, Wolf-Age: A Selection from the Norse Myths",0,2065
9293,19,102534,The Sagas of Icelanders,0,2065
9294,0,16242288,"Storm Front (Derrick Storm, #4)",0,2070
9295,1,16491155,"Storm Surge (Derrick Storm, #1-3)",0,2070
9296,2,17336666,"Deadly Heat (Nikki Heat, #5)",0,2070
9297,3,13622973,"A Bloody Storm (Derrick Storm, #3)",0,2070
9298,4,6566722,"Heat Wave (Nikki Heat, #1)",0,2070
9299,0,27276283,The Regulars,3,2071
9300,1,27793667,Try Not to Breathe,0,2071
9301,2,23245587,Summer Secrets,5,2071
9302,3,24980433,March (Calendar Girl #3),0,2071
9303,4,24514594,"February (Calendar Girl, #2)",0,2071
9304,5,71619,The Emperors of Chocolate: Inside the Secret World of Hershey and Mars,0,2071
9305,6,24283477,"January (Calendar Girl, #1)",0,2071
9306,7,24688276,Luckiest Girl Alive,3,2071
9307,8,29482250,Deliver Her,3,2071
9308,9,25733966,Smarter Faster Better: The Secrets of Being Productive in Life and Business,0,2071
9309,10,18816603,Leaving Time,2,2071
9310,11,22875451,"The Royal We (Royal We, #1)",0,2071
9311,12,13526165,"Where'd You Go, Bernadette",0,2071
9312,13,25041504,"After You (Me Before You, #2)",4,2071
9313,14,15507958,"Me Before You (Me Before You, #1)",5,2071
9314,15,95887,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time,2,2071
9315,16,18389145,Life Inside the Bubble: Why a Top-Ranked Secret Service Agent Walked Away from It All,4,2071
9316,17,19009069,"The Widow File (Dani Britton, #1)",4,2071
9317,18,15994634,Z: A Novel of Zelda Fitzgerald,3,2071
9318,19,9542439,"The Lady of the Rivers (The Plantagenet and Tudor Novels, #1; Cousins War #3)",0,2071
9319,0,21167135,"Sword of the North (Grim Company, #2)",0,2074
9320,1,6065215,"The Strain (The Strain Trilogy, #1)",3,2074
9321,2,10852,Cosmic Banditos,5,2074
9322,3,1554,"Oedipus Rex  (The Theban Plays, #1)",5,2074
9323,4,1371,The Iliad,5,2074
9324,5,12938,King Lear,5,2074
9325,6,813214,The Mist,5,2074
9326,7,17245,Dracula,5,2074
9327,8,13440,Skeleton Crew,4,2074
9328,9,17660,The Tommyknockers,3,2074
9329,10,10625,Dolores Claiborne,3,2074
9330,11,107291,Needful Things,3,2074
9331,12,10592,Carrie,4,2074
9332,13,12626,On Language,4,2074
9333,14,55227,Failed States: The Abuse of Power and the Assault on Democracy,5,2074
9334,15,194805,Understanding Power: The Indispensable Chomsky,5,2074
9335,16,12612,Hegemony or Survival: America's Quest for Global Dominance,5,2074
9336,17,12617,Manufacturing Consent: The Political Economy of the Mass Media,5,2074
9337,18,13270,Poetics,5,2074
9338,19,19068,The Nicomachean Ethics,3,2074
9339,0,43641,Water for Elephants,0,2075
9340,1,5203,She's Come Undone,4,2075
9341,2,12987977,Where We Belong,4,2075
9342,3,66559,Sharp Objects,0,2075
9343,4,5886881,Dark Places,3,2075
9344,5,8442457,Gone Girl,5,2075
9345,6,2429135,"The Girl with the Dragon Tattoo (Millennium, #1)",4,2075
9346,7,5060378,"The Girl Who Played with Fire (Millennium, #2)",5,2075
9347,8,6892870,"The Girl Who Kicked the Hornet's Nest (Millennium, #3)",5,2075
9348,0,179090,The Thirteenth Tribe: The Khazar Empire and its Heritage,0,2077
9349,1,933736,The Complete Works,5,2077
9350,2,50717,"A Dance Through Time (MacLeod, #1; de Piaget/MacLeod, #2)",0,2077
9351,3,114469,Wisdom's Daughter: A Novel of Solomon and Sheba,0,2077
9352,4,28078,The Birth of Venus,0,2077
9353,5,3568572,"Highland Warrior (Campbell Trilogy, #1)",0,2077
9354,6,8413892,"Lily of the Nile (Cleopatra's Daughter, #1)",0,2077
9355,7,72854,"Into the Wilderness (Wilderness, #1)",0,2077
9356,8,825828,"Charming the Highlander (Highlander, #1)",0,2077
9357,9,1279686,"Genghis: Birth of an Empire (Conqueror, #1)",0,2077
9358,10,1305,Gates of Fire,0,2077
9359,11,4004,The Pilgrimage,0,2077
9360,12,4005,The Fifth Mountain,0,2077
9361,13,865,The Alchemist,5,2077
9362,14,129619,"A Kingdom of Dreams (Westmoreland, #1)",0,2077
9363,15,4965,Year of Wonders,0,2077
9364,16,2865,Girl with a Pearl Earring,5,2077
9365,17,4989,The Red Tent,3,2077
9366,18,10964,"Outlander (Outlander, #1)",5,2077
9367,19,7304203,"Shadowfever (Fever, #5)",5,2077
9368,0,3711625,The Fatimids and Their Traditions of Learning,0,2081
9369,0,15790837,Let's Explore Diabetes with Owls,0,2082
9370,1,6288,The Road,4,2082
9371,2,7260188,"Mockingjay (The Hunger Games, #3)",3,2082
9372,3,6148028,"Catching Fire (The Hunger Games, #2)",4,2082
9373,4,2767052,"The Hunger Games (The Hunger Games, #1)",4,2082
9374,0,8537327,Inside Out & Back Again,0,2085
9375,0,1162543,"Breaking Dawn (Twilight, #4)",5,2087
9376,1,428263,"Eclipse (Twilight, #3)",5,2087
9377,2,49041,"New Moon (Twilight, #2)",3,2087
9378,3,41865,"Twilight (Twilight, #1)",5,2087
9379,4,43641,Water for Elephants,0,2087
9380,5,4667024,The Help,0,2087
9381,6,31314,Barnyard Dance,4,2087
9382,7,1001896,The Real Mother Goose,2,2087
9383,8,2767052,"The Hunger Games (The Hunger Games, #1)",5,2087
9384,9,7260188,"Mockingjay (The Hunger Games, #3)",5,2087
9385,10,6148028,"Catching Fire (The Hunger Games, #2)",5,2087
9386,11,232958,I Love You Through and Through,5,2087
9387,12,505304,The Poky Little Puppy,5,2087
9388,13,91244,"Beezus and Ramona (Ramona, #1)",5,2087
9389,14,205330,There Was an Old Lady Who Swallowed a Fly,5,2087
9390,15,759611,"Brown Bear, Brown Bear, What Do You See?",5,2087
9391,16,58922,The Runaway Bunny,4,2087
9392,17,196970,The Night Before Christmas,5,2087
9393,18,90072,"Dr. Seuss's Green Eggs and Ham: For Soprano, Boy Soprano, and Orchestra",5,2087
9394,19,420282,The Polar Express,5,2087
9395,0,8502626,Murphy's Law (Molly Murphy Mysteries #1),0,2088
9396,1,34668508,"Bruno, Chief of Police (Bruno, Chief of Police #1)",0,2088
9397,2,6623327,"The Mummy Case (Amelia Peabody, #3)",0,2088
9398,3,54114950,Too Much and Never Enough: How My Family Created the World's Most Dangerous Man,0,2088
9399,4,43065169,In Plain Sight (Arcane Casebook #1),0,2088
9400,5,44074800,The Southern Book Club's Guide to Slaying Vampires,0,2088
9401,6,6265997,"Espresso Tales (44 Scotland Street, #2)",0,2088
9402,7,6522120,"44 Scotland Street (44 Scotland Street, #1)",0,2088
9403,8,44157462,The Library of the Unwritten (Hell's Library #1),0,2088
9404,9,24805783,The Little Paris Bookshop,0,2088
9405,10,39927096,Less,0,2088
9406,11,44166875,Winterwood,0,2088
9407,12,40881649,"Crocodile on the Sandbank (Amelia Peabody, #1)",0,2088
9408,13,36506438,"The Color of Magic (Discworld, #1)",0,2088
9409,14,11982554,"Books Can Be Deceiving (Library Lover's Mystery, #1)",0,2088
9410,15,52951550,Sorry I Missed You,0,2088
9411,16,22729262,Horrorstör,0,2088
9412,17,19195086,"Trick or Treat (Corinna Chapman, #4)",0,2088
9413,18,43266426,The Lager Queen of Minnesota,0,2088
9414,19,42379022,The Bookish Life of Nina Hill,0,2088
9415,0,667,Anthem,0,2089
9416,0,15811545,A Tale for the Time Being,0,2092
9417,1,18045891,Sharp Objects,0,2092
9418,2,15507958,"Me Before You (Me Before You, #1)",0,2092
9419,3,2767052,"The Hunger Games (The Hunger Games, #1)",4,2092
9420,4,6114777,Graceling,5,2092
9421,5,9277751,Fire,4,2092
9422,6,9659607,"The Iron Knight (The Iron Fey, #4)",5,2092
9423,0,10818853,"Fifty Shades of Grey (Fifty Shades, #1)",0,2093
9424,1,2767052,"The Hunger Games (The Hunger Games, #1)",0,2093
9425,0,1063010,Crossing the Threshold of Hope,0,2095
9426,0,5347,Bleachers,0,2100
9427,1,75411,Summer of '49,0,2100
9428,2,8341567,"The Perfect Play (Play by Play, #1)",0,2100
9429,3,47559,"Amphigorey (Amphigorey, #1)",0,2100
9430,4,11266880,It Chooses You,0,2100
9431,5,19596,Color: A Natural History of the Palette,0,2100
9432,6,13099738,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,0,2100
9433,7,960,"Angels & Demons (Robert Langdon, #1)",0,2100
9434,8,7743117,Sacré Bleu: A Comedy d'Art,0,2100
9435,9,102920,Understanding Comics: The Invisible Art,0,2100
9436,10,120253,Good Faeries Bad Faeries,0,2100
9437,11,10909804,Just My Type: A Book About Fonts,0,2100
9438,12,857502,Concerning the Spiritual in Art,0,2100
9439,13,395233,The Letters of Vincent van Gogh,0,2100
9440,14,3460863,Seven Days in the Art World,0,2100
9441,15,11101772,The Scrapbook of Frankie Pratt,0,2100
9442,16,187633,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,0,2100
9443,17,887201,Faeries,0,2100
9444,18,7863274,Graffiti Moon,0,2100
9445,19,276287,M.C. Escher: The Graphic Work,0,2100
9446,0,31176886,The Chemist,0,2102
9447,0,1950928,Folktales Told Around the World,0,2103
9448,1,11084145,Steve Jobs,0,2103
9449,0,25697801,"Eve and the Runaway Unicorn (Keeper of the Crystals, #1)",0,2104
9450,1,26843787,"Eve and the Fiery Phoenix (Keeper of the Crystals, #2)",0,2104
9451,2,411437,"Weyland: Five complete novels: Peppertide, A  New Dawn, The Understudy, Brenda At The Prom, Kimberly",3,2104
9452,3,1208817,Forever,3,2104
9453,4,423236,Night on Lone Wolf Mountain and Other Short Stories,4,2104
9454,5,411454,On the Run,4,2104
9455,6,1208801,Megan,3,2104
9456,7,411444,Jake,3,2104
9457,8,904331,Ashley and Jen,3,2104
9458,9,411438,Brenda at the Prom,3,2104
9459,10,411450,Brittany,4,2104
9460,11,411448,A New Dawn,3,2104
9461,12,1169441,Kimberly,3,2104
9462,13,411443,Emily,4,2104
9463,14,1169446,"Sara, Whenever I Hear Your Name",4,2104
9464,15,411399,Stephanie,3,2104
9465,16,411436,Michelle & Debra,4,2104
9466,17,1169442,Sam,5,2104
9467,18,411449,Charly,5,2104
9468,19,2799047,Haven,3,2104
9469,0,9877090,Shrinkage,1,2105
9470,1,14761034,Friends With Extra Benefits (Friends with Benefits #4),5,2105
9471,2,13455658,Friends With More Benefits (Friends with... Benefits #3),5,2105
9472,3,13244103,Friends With Full Benefits (Friends with Benefits #2),5,2105
9473,4,11881750,"Friends With Partial Benefits (Friends with Benefits, #1)",5,2105
9474,5,43889,"Wizard's First Rule (Sword of Truth, #1)",0,2105
9475,6,64863,"A is for Alibi (Kinsey Millhone, #1)",0,2105
9476,7,3609760,Twilight: The Complete Illustrated Movie Companion,5,2105
9477,8,32438,Shattered,5,2105
9478,9,4673605,"Dean Koontz's Frankenstein, Volume 1: Prodigal Son",5,2105
9479,10,6562,Creature,5,2105
9480,11,236208,Night Chills,5,2105
9481,12,11018878,"It Takes a Witch (A Wishcraft Mystery, #1)",0,2105
9482,13,98573,"Harold and the Purple Crayon (Harold, #1)",5,2105
9483,14,491735,"The Dirty Girls Social Club (Dirty Girls, #1)",0,2105
9484,15,6063187,Twenties Girl,0,2105
9485,16,1358844,Remember Me?,0,2105
9486,17,33722,The Undomestic Goddess,0,2105
9487,18,33724,Can You Keep a Secret?,0,2105
9488,19,12033455,I've Got Your Number,0,2105
9489,0,8252,"Farmer Boy (Little House, #2)",0,2107
9490,1,821863,The Portable Emerson,0,2107
9491,2,123845,Self-Reliance and Other Essays,0,2107
9492,3,452507,Who Speaks for God?,0,2107
9493,4,19127,God's Politics: Why the Right Gets It Wrong and the Left Doesn't Get It,0,2107
9494,5,42909,All Things Wise and Wonderful,0,2107
9495,6,1455744,Snippy And Snappy,0,2107
9496,7,652386,"Miss Suzy (Miss Suzy, #1)",0,2107
9497,8,1983680,The Best-Loved Doll,0,2107
9498,9,332852,A Year by the Sea,0,2107
9499,10,233637,The Hidden Staircase (Nancy Drew Mystery Stories #2),0,2107
9500,11,12555,The Bonesetter's Daughter,0,2107
9501,12,48757,The Tao of Pooh,0,2107
9502,13,275325,The Butter Battle Book,0,2107
9503,14,5197,A Lesson Before Dying,0,2107
9504,15,206962,Hop On Pop,0,2107
9505,16,310258,"The Snowy Day (Peter, #1)",0,2107
9506,17,38723,The Feminine Mystique,0,2107
9507,18,816870,Johnny Tremain,0,2107
9508,19,25051,"Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle, #1)",0,2107
9509,0,53343,On Writing Well: The Classic Guide to Writing Nonfiction,0,2111
9510,0,32529,"The Next Accident (Quincy & Rainie, #3)",0,2115
9511,1,34569986,Becoming Momstrong: How to Fight with All That's in You for Your Family and Your Faith,0,2115
9512,2,38915700,The Better Mom Devotional: Shaping Our Hearts as We Shape Our Homes,0,2115
9513,3,7103545,"The Conscious Parent: Transforming Ourselves, Empowering Our Children",0,2115
9514,4,13542640,"Peaceful Parent, Happy Kids: How to Stop Yelling and Start Connecting",0,2115
9515,5,19398490,All the Light We Cannot See,0,2115
9516,6,52780142,Get Out of Your Head: Stopping the Spiral of Toxic Thoughts,0,2115
9517,7,44325106,An Elegant Defense: The Extraordinary New Science of the Immune System: A Tale in Four Lives,0,2115
9518,8,13426194,"Mindful Birthing: Training the Mind, Body, and Heart for Childbirth and Beyond",4,2115
9519,9,37642030,The Hunting Party,0,2115
9520,10,32542,"A Time to Kill (Jake Brigance, #1)",0,2115
9521,11,29938365,Her Every Fear,0,2115
9522,12,18134507,"Fear Nothing (Detective D.D. Warren, #7)",5,2115
9523,13,35297426,Then She Was Gone,0,2115
9524,14,36425796,Shelter in Place,0,2115
9525,15,45735479,"When You See Me (Detective D.D. Warren, #11; Gardner Universe, #20)",0,2115
9526,16,34105949,Don't Let Go,0,2115
9527,17,272237,The Perfect Husband (Quincy and Rainie #1),3,2115
9528,18,40097951,The Silent Patient,0,2115
9529,19,29562590,The Twilight Wife,4,2115
9530,0,6643156,Wish Her Safe at Home,0,2116
9531,1,1295,"The Clan of the Cave Bear (Earth's Children, #1)",3,2116
9532,2,406581,A Prayer for Owen Meany,3,2116
9533,3,12296,The Scarlet Letter,3,2116
9534,4,228586,Ethan Frome,4,2116
9535,5,269,The Portrait of a Lady,4,2116
9536,6,5107,The Catcher in the Rye,3,2116
9537,7,1092912,The Great Gatsby,5,2116
9538,8,5907,"The Hobbit, or There and Back Again",4,2116
9539,9,7613,Animal Farm,4,2116
9540,10,1477344,Invitation to the Waltz,0,2116
9541,11,7911,"Five Little Peppers and How They Grew (Five Little Peppers, #1)",5,2116
9542,12,1608116,The Head of the House of Coombe,3,2116
9543,13,7292281,Like a Gentleman,0,2116
9544,14,6262916,The Lady of the Basement Flat,4,2116
9545,15,4133254,The Amazing Interlude,4,2116
9546,16,9176150,Wired Love,0,2116
9547,17,24780,"The Book of Three (The Chronicles of Prydain, #1)",4,2116
9548,18,133954,Washington Square,4,2116
9549,19,338807,Ruth,1,2116
9550,0,25446343,"Muse of Nightmares (Strange the Dreamer, #2)",5,2119
9551,1,34499221,To Kill a Kingdom,3,2119
9552,2,50623864,The Invisible Life of Addie LaRue,0,2119
9553,3,41150487,"Red, White & Royal Blue",5,2119
9554,4,38193155,"The Silver Cage (The Silver Cage, #1)",5,2119
9555,5,28449207,"Strange the Dreamer (Strange the Dreamer, #1)",5,2119
9556,6,12000020,"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe, #1)",4,2119
9557,7,17378527,"The Raven King (The Raven Cycle, #4)",0,2119
9558,8,17378508,"Blue Lily, Lily Blue (The Raven Cycle, #3)",0,2119
9559,9,17347389,"The Dream Thieves (The Raven Cycle, #2)",0,2119
9560,10,17158532,"Kings Rising (Captive Prince, #3)",0,2119
9561,11,17158513,"Captive Prince: Volume Two (Captive Prince, #2)",0,2119
9562,12,9305362,"Captive Prince (Captive Prince, #1)",0,2119
9563,13,20910157,Yes Please,0,2119
9564,14,15745753,Eleanor & Park,0,2119
9565,15,5886881,Dark Places,0,2119
9566,16,19063,The Book Thief,0,2119
9567,17,13262783,"Every Day (Every Day, #1)",0,2119
9568,18,99561,Looking for Alaska,0,2119
9569,19,6280118,One Day,0,2119
9570,0,10550293,Pulled,0,2121
9571,1,1509967,Waiting for Sarah,0,2121
9572,2,4667024,The Help,0,2121
9573,3,9926382,Dear Jo: The Story of Losing Leah ... and Searching for Hope.,0,2121
9574,0,1582996,"City of Ashes (The Mortal Instruments, #2)",0,2122
9575,0,35335,"Because I Remember Terror, Father, I Remember You",5,2123
9576,1,4836308,"The Physick Book of Deliverance Dane (The Physick Book, #1)",4,2123
9577,2,6335026,The Weight of Silence,5,2123
9578,3,13060,Nature Girl,4,2123
9579,4,3188580,"Impossible (Impossible, #1)",5,2123
9580,5,47281,Number the Stars,3,2123
9581,6,703292,The Witch of Blackbird Pond,0,2123
9582,7,38709,"Holes (Holes, #1)",4,2123
9583,8,28187,"The Lightning Thief (Percy Jackson and the Olympians, #1)",0,2123
9584,9,24770,"Uglies (Uglies, #1)",0,2123
9585,10,323355,The Book of Mormon: Another Testament of Jesus Christ,0,2123
9586,11,40440,The Thirteenth Tale,0,2123
9587,12,8978488,"The Art of Non-Conformity: Set Your Own Rules, Live the Life You Want, and Change the World",0,2123
9588,13,8579016,"The Power (The Secret, #2)",0,2123
9589,14,783128,The 7 Habits of Highly Effective Families,0,2123
9590,15,164836,Succulent Wild Woman,5,2123
9591,16,748862,Simple Abundance:  A Daybook of Comfort and Joy,3,2123
9592,17,783127,The 7 Habits Of Highly Effective Teens,3,2123
9593,18,174703,What to Expect When You're Expecting,4,2123
9594,19,3464,"True Believer (Jeremy Marsh & Lexie Darnell, #1)",2,2123
9595,0,33778875,Guerra alla democrazia: L'offensiva dell'oligarchia neoliberista,0,2124
9596,1,5805,V for Vendetta,0,2124
9597,2,36690531,La lunga vallata,0,2124
9598,3,34096285,Io non penso positivo: Come realizzare i tuoi desideri,0,2124
9599,4,28159159,La legge del contrario,0,2124
9600,5,53214872,Perché dormiamo.,0,2124
9601,6,51480479,Il mondo in fiamme. Contro il capitalismo per salvare il clima,0,2124
9602,7,6560097,Shock economy. L'ascesa del capitalismo dei disastri,5,2124
9603,8,51476741,La strada di casa,4,2124
9604,9,9651950,In un paese bruciato dal sole. L'Australia,0,2124
9605,10,9712117,"Anathem, vol. 1: Il pellegrino",2,2124
9606,11,45201472,The Beautiful Ones,0,2124
9607,12,8752147,Breve storia di (quasi) tutto,5,2124
9608,13,53289468,Se scorre il sangue,0,2124
9609,14,15852627,La morte di Artemio Cruz,0,2124
9610,15,52017445,Ragazzo divora universo,5,2124
9611,16,19097184,La mucca viola,4,2124
9612,17,50386074,QualityLand. Per ottimisti,5,2124
9613,18,30297006,Il bilancio a prova di scimmia,4,2124
9614,19,52635436,Perché?: 100 storie di filosofi per ragazzi curiosi,0,2124
9615,0,56495,The Purpose Driven Life: What on Earth Am I Here for?,4,2125
9616,1,15931,"The Notebook (The Notebook, #1)",5,2125
9617,2,3473,A Walk to Remember,5,2125
9618,3,5139,"The Devil Wears Prada (The Devil Wears Prada, #1)",4,2125
9619,4,15926,Nights in Rodanthe,3,2125
9620,5,3063499,The Lucky One,3,2125
9621,6,5526,Dear John,3,2125
9622,0,25788203,"Before (After, #5)",4,2126
9623,1,13410943,"The Kissing Booth (The Kissing Booth, #1)",5,2126
9624,2,23214408,"After Ever Happy (After, #4)",5,2126
9625,3,22609080,"After We Fell (After, #3)",5,2126
9626,4,22540125,"After We Collided (After, #2)",4,2126
9627,5,22557520,"After (After, #1)",5,2126
9628,6,15790912,"New Moon: The Graphic Novel, Vol. 2 (Twilight: The Graphic Novel, #4)",0,2126
9629,7,33151805,Into the Water,3,2126
9630,8,17888952,The First Phone Call from Heaven,5,2126
9631,9,22557272,The Girl on the Train,4,2126
9632,10,28187230,The Woman in Cabin 10,4,2126
9633,11,23346377,"In a Dark, Dark Wood",4,2126
9634,12,18080921,"Four: The Initiate (Divergent, #0.2)",4,2126
9635,13,17860199,"The World of Divergent: The Path to Allegiant (Divergent, #2.5)",3,2126
9636,14,15743078,"The Divergent Series 2-Book Collection (Divergent, #1-2)",4,2126
9637,15,18080920,"The Transfer (Divergent, #0.1)",5,2126
9638,16,13615258,"Free Four: Tobias Tells the Divergent Knife-Throwing Scene (Divergent, #1.5)",4,2126
9639,17,12716010,"Rapture (Fallen, #4)",4,2126
9640,18,13023,Alice in Wonderland,4,2126
